mood,time_of_day,hunger_level,sentiment,snack,snack_group,snack_type,snack_texture
content,morning,0.1822745504612005,0.2,cheese,healthy_light,light,soft
happy,midnight,0.16429454775198826,0.47,dodo ikire,nigerian_sweet,sweet,soft
nostalgic,evening,0.7775396405618682,0.7,dodo ikire,nigerian_sweet,sweet,soft
stressed,midnight,0.15236559762403676,-0.12,kuli kuli,nigerian_savory,spicy,crisp
anxious,evening,0.45011279779847957,-0.1,popcorn,savory_snacks,savory,crisp
hungry,midnight,1.0,-0.3,suya,nigerian_savory,spicy,chewy
anxious,evening,0.22044533609698302,-0.1,granola bar,healthy_light,light,crisp
content,evening,0.38687443848346326,0.2,fruit,healthy_light,light,soft
sad,morning,0.33307959903714535,-0.1,yogurt,healthy_light,light,soft
excited,morning,0.12951648804188673,0.2,puff puff,nigerian_fried,sweet,soft
tired,afternoon,0.7216977905963101,-0.1,yogurt,healthy_light,light,soft
sad,midnight,0.2100401840160002,-0.92,cookies,nigerian_sweet,sweet,crisp
happy,evening,0.463133226074174,0.2,puff puff,nigerian_fried,sweet,soft
anxious,evening,0.127930596019302,-0.2,kokoro,savory_snacks,savory,crisp
happy,evening,0.381191517883061,0.2,coconut candy,nigerian_sweet,sweet,chewy
nostalgic,midnight,0.44315338708371005,0.2,dodo ikire,nigerian_sweet,sweet,soft
sad,afternoon,0.21983221153743981,-0.78,dodo ikire,nigerian_sweet,sweet,soft
content,afternoon,0.441614537836521,0.2,veggies,healthy_light,light,crisp
content,morning,0.15974834093454338,0.2,cheese,healthy_light,light,soft
excited,midnight,0.002105724463670544,0.2,puff puff,nigerian_fried,sweet,soft
stressed,morning,0.5181360021695806,-0.16,chocolate,nigerian_sweet,sweet,soft
happy,evening,0.21748858138073263,0.2,cookies,nigerian_sweet,sweet,crisp
excited,afternoon,0.6232540114875758,0.2,puff puff,nigerian_fried,sweet,soft
tired,afternoon,0.1489320285968562,-0.75,cookies,nigerian_sweet,sweet,crisp
excited,afternoon,0.6709636196270877,0.2,boli,nigerian_savory,savory,soft
tired,evening,0.5102577434075282,-0.98,ice cream,nigerian_sweet,sweet,soft
anxious,midnight,0.527503142881172,-0.3,crackers,savory_snacks,savory,crisp
nostalgic,midnight,0.2761438706365044,0.2,cookies,nigerian_sweet,sweet,crisp
stressed,midnight,0.19800490285584324,-0.84,boli,nigerian_savory,savory,soft
nostalgic,evening,0.1175172551022234,0.94,cheese,healthy_light,light,soft
stressed,evening,0.03576554513508956,-0.1,chocolate,nigerian_sweet,sweet,soft
content,afternoon,0.14050117245440186,0.2,veggies,healthy_light,light,crisp
excited,evening,0.027904244656022127,0.2,akara,nigerian_fried,savory,soft
happy,midnight,0.7503095808759068,0.2,coconut candy,nigerian_sweet,sweet,chewy
stressed,midnight,0.0009051800966961565,-0.84,candy,nigerian_sweet,sweet,chewy
happy,morning,0.4112246555806956,0.2,granola bar,healthy_light,light,crisp
sad,midnight,0.189540736585158,-0.1,veggies,healthy_light,light,crisp
bored,morning,0.6317388910342046,0.3,kokoro,savory_snacks,savory,crisp
excited,midnight,0.5291056622759912,0.2,chin chin,nigerian_fried,sweet,crisp
nostalgic,evening,0.4768241287598409,0.2,chocolate,nigerian_sweet,sweet,soft
